id,name,lat,lon,cuisine_type,halal_cert,price_range,has_prayer_room,address,phone,hours,notes,source,verified_date
HLR_BKK_227,เนื้อแท้ (wok) Food court,13.6922326,100.6481441,,Unverified,,,เนื้อแท้ (wok) Food court,,,,Google My Maps Export,
HLR_BKK_228,ดาณู ขนมจีนน้ำยาปูฮาลาล,13.6920837,100.6485327,,Unverified,,,ดาณู ขนมจีนน้ำยาปูฮาลาล,,,,Google My Maps Export,
HLR_BKK_229,Roti Fatima Paradise Park,13.6865036,100.64714,,Unverified,,,Roti Fatima Paradise Park,,,,Google My Maps Export,
HLR_BKK_230,อัลฮูดา อาหารอิสลาม อาหารไทย,13.6863896,100.6472607,,Unverified,,,อัลฮูดา อาหารอิสลาม อาหารไทย,,,,Google My Maps Export,
HLR_BKK_231,Rotee Fatima,13.7416043,100.6228291,,Unverified,,,Rotee Fatima,,,,Google My Maps Export,
HLR_BKK_232,อาหารอิสลาม Halal,13.6440605,100.6736191,,Unverified,,,อาหารอิสลาม Halal,,,,Google My Maps Export,
HLR_BKK_233,Halal Food,13.707968,100.6684317,,Unverified,,,Halal Food,,,,Google My Maps Export,
HLR_BKK_234,หม่าล่า DAEK DUEM HALAL,13.6929143,100.6515887,,Unverified,,,หม่าล่า DAEK DUEM HALAL,,,,Google My Maps Export,
HLR_BKK_235,ครัวนิยมฮาลาลฟู้ด,13.7692515,100.5925952,,Unverified,,,ครัวนิยมฮาลาลฟู้ด,,,,Google My Maps Export,
HLR_BKK_236,Cafe&Somtum,13.7719575,100.5716974,,Unverified,,,Cafe&Somtum,,,,Google My Maps Export,
HLR_BKK_237,Aladdin,13.77846,100.569322,,Unverified,,,Aladdin,,,,Google My Maps Export,
HLR_BKK_238,เป็ดย่างฮาลาล,13.7694306,100.5690297,,Unverified,,,เป็ดย่างฮาลาล,,,,Google My Maps Export,
HLR_BKK_239,บังรีซูวัง ไก่ทอดหาดใหญ่(ฮาลาล),13.775353,100.568163,,Unverified,,,บังรีซูวัง ไก่ทอดหาดใหญ่(ฮาลาล),,,,Google My Maps Export,
HLR_BKK_240,ป้าแขกอาหารตามสั่งอิสลาม,13.7705144,100.5963457,,Unverified,,,ป้าแขกอาหารตามสั่งอิสลาม,,,,Google My Maps Export,
HLR_BKK_241,ร้านบังดีนไก่ทอดหาดใหญ่(ฮาลาล) เพชรเกษม48,13.7154628,100.4440622,,Unverified,,,ร้านบังดีนไก่ทอดหาดใหญ่(ฮาลาล) เพชรเกษม48,,,,Google My Maps Export,
HLR_BKK_242,การิม โรตี มะตะบะ @ Street Gourmet ชั้น 4 ซีคอน บางแค,13.712261,100.4336375,,Unverified,,,การิม โรตี มะตะบะ @ Street Gourmet ชั้น 4 ซีคอน บางแค,,,,Google My Maps Export,
HLR_BKK_243,ร้านข้าวราดแกงยามิน(อาหารอิสลาม ฮาลาล),13.7114184,100.4216807,,Unverified,,,ร้านข้าวราดแกงยามิน(อาหารอิสลาม ฮาลาล),,,,Google My Maps Export,
HLR_BKK_244,Tha Pra Kitchen,13.7236138,100.4628695,,Unverified,,,Tha Pra Kitchen,,,,Google My Maps Export,
HLR_BKK_245,ข้าวหมกไก่คุณนายเรณู - เพชรเกษม28,13.7228998,100.4616665,,Unverified,,,ข้าวหมกไก่คุณนายเรณู - เพชรเกษม28,,,,Google My Maps Export,
HLR_BKK_246,Habsa Islam - Thai Biryani,13.7586106,100.4293912,,Unverified,,,Habsa Islam - Thai Biryani,,,,Google My Maps Export,
HLR_BKK_247,DUA HALAL RESTAURANT,13.7543831,100.4343548,,Unverified,,,DUA HALAL RESTAURANT,,,,Google My Maps Export,
HLR_BKK_248,ร้านอาหารอิสลามสาย1,13.7485357,100.4262996,,Unverified,,,ร้านอาหารอิสลามสาย1,,,,Google My Maps Export,
HLR_BKK_249,Amina Muslim Restaurant,13.7446142,100.3556405,,Unverified,,,Amina Muslim Restaurant,,,,Google My Maps Export,
HLR_BKK_250,เนื้อทอดคอดียะฮ์,13.7423948,100.3565221,,Unverified,,,เนื้อทอดคอดียะฮ์,,,,Google My Maps Export,
HLR_BKK_251,ฮาลาลไกด์ by ไซลา,13.6841997,100.3680487,,Unverified,,,ฮาลาลไกด์ by ไซลา,,,,Google My Maps Export,
HLR_BKK_252,K Muhammad Halal Food,13.7663388,100.6431155,,Unverified,,,K Muhammad Halal Food,,,,Google My Maps Export,
HLR_BKK_253,Li Yang Halal,13.7662743,100.6431128,,Unverified,,,Li Yang Halal,,,,Google My Maps Export,
HLR_BKK_254,ไลลาโภชนา,13.7624888,100.6463585,,Unverified,,,ไลลาโภชนา,,,,Google My Maps Export,
HLR_BKK_255,ROTINI,13.7252514,100.5149926,,Unverified,,,ROTINI,,,,Google My Maps Export,
HLR_BKK_256,Hawa Pad Thai & Hoi Tod (Fried Mussel Pancake),13.7250352,100.5150524,,Unverified,,,Hawa Pad Thai & Hoi Tod (Fried Mussel Pancake),,,,Google My Maps Export,
HLR_BKK_257,Khun Mai Roti (Halal),13.7257749,100.5151337,,Unverified,,,Khun Mai Roti (Halal),,,,Google My Maps Export,
HLR_BKK_258,Khao’s ข้าว,13.7263865,100.5158791,,Unverified,,,Khao’s ข้าว,,,,Google My Maps Export,
HLR_BKK_259,Sinthorn Steak House,13.6457089,100.4982513,,Unverified,,,Sinthorn Steak House,,,,Google My Maps Export,
HLR_BKK_260,ฟัตห์ ข้าวหมกไก่ ข้าวมันไก่ ซุปเนื้อ ก๋วยเตี๋ยวเรือเนื้อตุ๋น,13.6356216,100.5023564,,Unverified,,,ฟัตห์ ข้าวหมกไก่ ข้าวมันไก่ ซุปเนื้อ ก๋วยเตี๋ยวเรือเนื้อตุ๋น,,,,Google My Maps Export,
HLR_BKK_261,RUSD Halal,13.7993313,100.5109986,,Unverified,,,RUSD Halal,,,,Google My Maps Export,
HLR_BKK_262,ร้านอาหารอิสลาม,13.8005962,100.5111771,,Unverified,,,ร้านอาหารอิสลาม,,,,Google My Maps Export,
HLR_BKK_263,Halal Canteen,13.7639972,100.5493178,,Unverified,,,Halal Canteen,,,,Google My Maps Export,
HLR_BKK_264,ริสกีกะหรี่พัฟ,13.7488631,100.656936,,Unverified,,,ริสกีกะหรี่พัฟ,,,,Google My Maps Export,
HLR_BKK_265,พิซซ่าฮาลาล69สาขา3(Pizza halal69),13.7488023,100.6566253,,Unverified,,,พิซซ่าฮาลาล69สาขา3(Pizza halal69),,,,Google My Maps Export,
HLR_BKK_266,ต้มตำตลบอีสานฮาลาลฟู้ดสาขา2,13.7521464,100.647824,,Unverified,,,ต้มตำตลบอีสานฮาลาลฟู้ดสาขา2,,,,Google My Maps Export,
HLR_BKK_267,ต้มตำตลบอีสานฮาลาลฟู้ดสาขา2 กรุงเทพกรีฑา,13.7520008,100.6475054,,Unverified,,,ต้มตำตลบอีสานฮาลาลฟู้ดสาขา2 กรุงเทพกรีฑา,,,,Google My Maps Export,
HLR_BKK_268,Chic Kebab,13.7185818,100.5854317,,Unverified,,,Chic Kebab,,,,Google My Maps Export,
HLR_BKK_269,Chansiaw Cafe,13.7373571,100.6671258,,Unverified,,,Chansiaw Cafe,,,,Google My Maps Export,
HLR_BKK_270,แอบยำนัวร์ Eab-Yum-Nua Halal,13.7212966,100.6594088,,Unverified,,,แอบยำนัวร์ Eab-Yum-Nua Halal,,,,Google My Maps Export,
HLR_BKK_271,ก๋วยเตี๋ยวเนื้อนาฟีซะห์,13.7350541,100.6438039,,Unverified,,,ก๋วยเตี๋ยวเนื้อนาฟีซะห์,,,,Google My Maps Export,
HLR_BKK_272,เทียนถังหม่าล่า Tian Tang Mala สาขาแม็กซ์แวลูพัฒนาการ,13.7354831,100.6426668,,Unverified,,,เทียนถังหม่าล่า Tian Tang Mala สาขาแม็กซ์แวลูพัฒนาการ,,,,Google My Maps Export,
HLR_BKK_273,Krua Rim Bo,13.7158899,100.6619605,,Unverified,,,Krua Rim Bo,,,,Google My Maps Export,
HLR_BKK_274,Halal Fish Noodle,13.7349864,100.6442114,,Unverified,,,Halal Fish Noodle,,,,Google My Maps Export,
HLR_BKK_275,ซารีนา เลียบมอเตอร์เวย์,13.740825,100.6463018,,Unverified,,,ซารีนา เลียบมอเตอร์เวย์,,,,Google My Maps Export,
HLR_BKK_276,Fareeda Biryani,13.7349776,100.6440729,,Unverified,,,Fareeda Biryani,,,,Google My Maps Export,
HLR_BKK_277,Love & Care Ikhwan Restaurant,13.7343923,100.6367495,,Unverified,,,Love & Care Ikhwan Restaurant,,,,Google My Maps Export,
HLR_BKK_278,โต๊ะนา เตี๋ยวเนื้อตุ๋น (ปั๊มซัสโก้ ศรีนครินทร์),13.72732,100.64122,,Unverified,,,โต๊ะนา เตี๋ยวเนื้อตุ๋น (ปั๊มซัสโก้ ศรีนครินทร์),,,,Google My Maps Export,
HLR_BKK_279,Mandarin Suki & Dim Sum Halal Future Park,13.9905266,100.6165845,,Unverified,,,Mandarin Suki & Dim Sum Halal Future Park,,,,Google My Maps Export,
HLR_BKK_280,Mandarin Suki & Dim Sum Halal Fashion Island แมนดารินสุกี้ แฟชั่นไอส์แลนด์,13.8260452,100.6789714,,Unverified,,,Mandarin Suki & Dim Sum Halal Fashion Island แมนดารินสุกี้ แฟชั่นไอส์แลนด์,,,,Google My Maps Export,
HLR_BKK_281,Mandarin Suki & Dim Sum Buffet Ladkrabang,13.7540896,100.7676211,,Unverified,,,Mandarin Suki & Dim Sum Buffet Ladkrabang,,,,Google My Maps Export,
HLR_BKK_282,Mandarin Suki & Dim Sum Pakkret,13.9240251,100.522217,,Unverified,,,Mandarin Suki & Dim Sum Pakkret,,,,Google My Maps Export,
HLR_BKK_283,Mandarin Suki & Dim Sum Pracha Uthit,13.6534004,100.4973996,,Unverified,,,Mandarin Suki & Dim Sum Pracha Uthit,,,,Google My Maps Export,
HLR_BKK_284,Mandarin Suki & Dim Sum Nongchok แมนดารินสุกี้ ติ่มซำ สาขาหนองจอก,13.8432687,100.7904567,,Unverified,,,Mandarin Suki & Dim Sum Nongchok แมนดารินสุกี้ ติ่มซำ สาขาหนองจอก,,,,Google My Maps Export,
HLR_BKK_285,เนื้อแท้ ฟิวเจอร์พาร์ค รังสิต Halal,13.9894662,100.6166037,,Unverified,,,เนื้อแท้ ฟิวเจอร์พาร์ค รังสิต Halal,,,,Google My Maps Export,
HLR_BKK_286,ร้านอาหาร สุใบด๊ะห์ชวนชิม สาขารังสิต,13.9824373,100.608794,,Unverified,,,ร้านอาหาร สุใบด๊ะห์ชวนชิม สาขารังสิต,,,,Google My Maps Export,
HLR_BKK_287,Grilled Buffet Halal,14.0299973,100.6162765,,Unverified,,,Grilled Buffet Halal,,,,Google My Maps Export,
HLR_BKK_288,ซาร่า พิซซ่า สาขาคลอง13 ธัญบุรี (ปทุมธานี),14.0717851,100.8811932,,Unverified,,,ซาร่า พิซซ่า สาขาคลอง13 ธัญบุรี (ปทุมธานี),,,,Google My Maps Export,
HLR_BKK_289,ฟาตีมะฮ์ รสเด็ด,13.9887348,100.6284943,,Unverified,,,ฟาตีมะฮ์ รสเด็ด,,,,Google My Maps Export,
HLR_BKK_290,ร้าน บังมูครัวมุสลิม,13.965209,100.595155,,Unverified,,,ร้าน บังมูครัวมุสลิม,,,,Google My Maps Export,
HLR_BKK_291,ลาติฟะห์ ข้าวหมก-ซุปหาง ลำลูกกาคลอง2,13.9382734,100.6499597,,Unverified,,,ลาติฟะห์ ข้าวหมก-ซุปหาง ลำลูกกาคลอง2,,,,Google My Maps Export,
HLR_BKK_292,สะเต๊ะ โบราณ ฮาลาล by สะเต๊ะแง๊ะ,13.9857132,100.6217192,,Unverified,,,สะเต๊ะ โบราณ ฮาลาล by สะเต๊ะแง๊ะ,,,,Google My Maps Export,
HLR_BKK_293,Pa Tim Thai Curry Restaurant,13.7614388,100.4976424,,Unverified,,,Pa Tim Thai Curry Restaurant,,,,Google My Maps Export,
HLR_BKK_294,โจ๊กอิสลาม บังดี,13.6995138,100.6380443,,Unverified,,,โจ๊กอิสลาม บังดี,,,,Google My Maps Export,
HLR_BKK_295,โจ๊กอิสลาม,13.7341982,100.5825725,,Unverified,,,โจ๊กอิสลาม,,,,Google My Maps Export,
HLR_BKK_296,ตำนานบางกอกน้อย,13.7560462,100.4863826,,Unverified,,,ตำนานบางกอกน้อย,,,,Google My Maps Export,
HLR_BKK_297,Muna Roti Tea Coffee,13.8451861,100.4709698,,Unverified,,,Muna Roti Tea Coffee,,,,Google My Maps Export,
HLR_BKK_298,อันวาชาชักปัตตานี ยะห์ยาโรตี,13.7554326,100.4747748,,Unverified,,,อันวาชาชักปัตตานี ยะห์ยาโรตี,,,,Google My Maps Export,
HLR_BKK_299,ร้าน นิลข้าวหมกไก่ (อิสลาม-ฮาลาล),13.7622282,100.4826309,,Unverified,,,ร้าน นิลข้าวหมกไก่ (อิสลาม-ฮาลาล),,,,Google My Maps Export,
HLR_BKK_300,Shabu Ox Halal,13.7530708,100.6221418,,Unverified,,,Shabu Ox Halal,,,,Google My Maps Export,
HLR_BKK_301,The Grill บุฟเฟต์ยากินิคุ ชาบู ซูชิ ฮาลาล,13.7699786,100.6182426,,Unverified,,,The Grill บุฟเฟต์ยากินิคุ ชาบู ซูชิ ฮาลาล,,,,Google My Maps Export,
HLR_BKK_302,Got to Grill,13.753888,100.655253,,Unverified,,,Got to Grill,,,,Google My Maps Export,
HLR_BKK_303,ราม 53 บุฟเฟ่ต์ทะเลเผา,13.7698003,100.6183919,,Unverified,,,ราม 53 บุฟเฟ่ต์ทะเลเผา,,,,Google My Maps Export,
HLR_BKK_304,King Kani Yakiniku & Shabu,13.7763738,100.6733474,,Unverified,,,King Kani Yakiniku & Shabu,,,,Google My Maps Export,
HLR_BKK_305,ยูซุฟเนื้อกระทะ,13.7779927,100.6728497,,Unverified,,,ยูซุฟเนื้อกระทะ,,,,Google My Maps Export,
HLR_BKK_306,หมี่เกี๊ยวป่ะ ฮาลาล เป็ดย่าง ติ่มซำ อาหารจีน,13.7410428,100.6953378,,Unverified,,,หมี่เกี๊ยวป่ะ ฮาลาล เป็ดย่าง ติ่มซำ อาหารจีน,,,,Google My Maps Export,
HLR_BKK_307,หมี่เกี๊ยวป่ะ ฮาลาล สาขา หมู่บ้านนักกีฬา,13.7411363,100.6948127,,Unverified,,,หมี่เกี๊ยวป่ะ ฮาลาล สาขา หมู่บ้านนักกีฬา,,,,Google My Maps Export,
HLR_BKK_308,Yu suf halal food,13.703365,100.734289,,Unverified,,,Yu suf halal food,,,,Google My Maps Export,
HLR_BKK_309,ไก่ทอดเดชา,13.8184484,100.6378786,,Unverified,,,ไก่ทอดเดชา,,,,Google My Maps Export,
HLR_BKK_310,Sunny Coffee House (Ramkhamhaeng),13.741504,100.6012672,,Unverified,,,Sunny Coffee House (Ramkhamhaeng),,,,Google My Maps Export,
HLR_BKK_311,กัสมา,13.7417042,100.6013318,,Unverified,,,กัสมา,,,,Google My Maps Export,
HLR_BKK_312,ใบไม้หวาน(Baimaiwaan),13.7658676,100.6451241,,Unverified,,,ใบไม้หวาน(Baimaiwaan),,,,Google My Maps Export,
HLR_BKK_313,วังโก๋ ปาท่องโก๋ฮาลาล,13.8458831,100.79022,,Unverified,,,วังโก๋ ปาท่องโก๋ฮาลาล,,,,Google My Maps Export,
HLR_BKK_314,บ้านพ่อ Halal café & restaurant,13.780311,100.673431,,Unverified,,,บ้านพ่อ Halal café & restaurant,,,,Google My Maps Export,
HLR_BKK_315,Bangchaphan Cafe (Halal),13.7786389,100.6761136,,Unverified,,,Bangchaphan Cafe (Halal),,,,Google My Maps Export,
HLR_BKK_316,WangSom วังโสมคาเฟ่ (Halal),13.747221,100.626035,,Unverified,,,WangSom วังโสมคาเฟ่ (Halal),,,,Google My Maps Export,
HLR_BKK_317,ตื่นมาชง( Tuen ma chong),13.7806064,100.6746514,,Unverified,,,ตื่นมาชง( Tuen ma chong),,,,Google My Maps Export,
HLR_BKK_318,Brewspective Cafe (Halal),13.7469502,100.6012956,,Unverified,,,Brewspective Cafe (Halal),,,,Google My Maps Export,
HLR_BKK_319,ครัวลีน่าจิ้มจุ่ม พระราม 9,13.7475539,100.6042292,,Unverified,,,ครัวลีน่าจิ้มจุ่ม พระราม 9,,,,Google My Maps Export,
HLR_BKK_320,ร้านอินอาม สะเต๊ะไก่/เนื้อ และลูกชิ้นเนื้อ,13.7456237,100.6017071,,Unverified,,,ร้านอินอาม สะเต๊ะไก่/เนื้อ และลูกชิ้นเนื้อ,,,,Google My Maps Export,
HLR_BKK_321,Nua Tair,13.8157536,100.5597979,,Unverified,,,Nua Tair,,,,Google My Maps Export,
HLR_BKK_322,เนื้อแท้ สาขาเซนทรัลพระรามสอง (Nurtair),13.6636901,100.4371301,,Unverified,,,เนื้อแท้ สาขาเซนทรัลพระรามสอง (Nurtair),,,,Google My Maps Export,
HLR_BKK_323,เนื้อแท้,13.8770958,100.4113483,,Unverified,,,เนื้อแท้,,,,Google My Maps Export,
HLR_BKK_324,เนื้อแท้ หนองจอก,13.8437508,100.789906,,Unverified,,,เนื้อแท้ หนองจอก,,,,Google My Maps Export,
HLR_BKK_325,เนื้อแท้ สยามเซ็นเตอร์,13.7479494,100.5283765,,Unverified,,,เนื้อแท้ สยามเซ็นเตอร์,,,,Google My Maps Export,
HLR_BKK_326,ข้าวหมกไก่มณีวงศ์,13.7458143,100.529739,,Unverified,,,ข้าวหมกไก่มณีวงศ์,,,,Google My Maps Export,
HLR_BKK_327,ข้าวหมกไก่คุณนายเรณู - บรรทัดทอง(กิ่งเพชร),13.7543978,100.52636,,Unverified,,,ข้าวหมกไก่คุณนายเรณู - บรรทัดทอง(กิ่งเพชร),,,,Google My Maps Export,
HLR_BKK_328,Crepes Cup,13.7495058,100.5260813,,Unverified,,,Crepes Cup,,,,Google My Maps Export,
HLR_BKK_329,BUNGBUGAFAIRBUDD,13.7513238,100.5238014,,Unverified,,,BUNGBUGAFAIRBUDD,,,,Google My Maps Export,
HLR_BKK_330,ดาเนียเย็นตาโฟ,13.7510008,100.5250442,,Unverified,,,ดาเนียเย็นตาโฟ,,,,Google My Maps Export,
HLR_BKK_331,ร้านก๋วยเตี๋ยวครัวปรางปรุง,13.7505864,100.5251456,,Unverified,,,ร้านก๋วยเตี๋ยวครัวปรางปรุง,,,,Google My Maps Export,
HLR_BKK_332,ไก่ทอดเดชา,13.9096299,100.5386185,,Unverified,,,ไก่ทอดเดชา,,,,Google My Maps Export,
HLR_BKK_333,ร้านไก่ทอดเดชา,13.9324854,100.3999778,,Unverified,,,ร้านไก่ทอดเดชา,,,,Google My Maps Export,
HLR_BKK_334,Kai Tod Decha,13.7526478,100.7171882,,Unverified,,,Kai Tod Decha,,,,Google My Maps Export,
HLR_BKK_335,ไก่ทอดเดชา,13.8184484,100.6378786,,Unverified,,,ไก่ทอดเดชา,,,,Google My Maps Export,
HLR_BKK_336,บังเลาะห์ไก่ทอดเดชา สาขาท็อปราษฏร์พัฒนา,13.7729931,100.7063471,,Unverified,,,บังเลาะห์ไก่ทอดเดชา สาขาท็อปราษฏร์พัฒนา,,,,Google My Maps Export,
HLR_BKK_337,เกี๊ยวซ่า เดลิเวอรี่ gyozap halal,13.7755685,100.6202411,,Unverified,,,เกี๊ยวซ่า เดลิเวอรี่ gyozap halal,,,,Google My Maps Export,
HLR_BKK_338,อิสลามฟู้ด - ลาดพร้าว112,13.7735304,100.6192856,,Unverified,,,อิสลามฟู้ด - ลาดพร้าว112,,,,Google My Maps Export,
HLR_BKK_339,บุฟเฟ่ต์​บ้านเพื่อน​ ฮาลาล​ ราม65/ลาดพร้าว​122​ แยก14,13.7746717,100.6219318,,Unverified,,,บุฟเฟ่ต์​บ้านเพื่อน​ ฮาลาล​ ราม65/ลาดพร้าว​122​ แยก14,,,,Google My Maps Export,
HLR_BKK_340,ละห์มุนก๋วยเตี๋ยวเนื้อตุ๋น Halal,13.7733523,100.6210113,,Unverified,,,ละห์มุนก๋วยเตี๋ยวเนื้อตุ๋น Halal,,,,Google My Maps Export,
HLR_BKK_341,บังยีเสริฐ109 ซุปหางวัว ข้าวหมกไก่,13.8143079,100.6992799,,Unverified,,,บังยีเสริฐ109 ซุปหางวัว ข้าวหมกไก่,,,,Google My Maps Export,
HLR_BKK_342,Origami Japanese Restaurant,13.7349874,100.643921,,Unverified,,,Origami Japanese Restaurant,,,,Google My Maps Export,
HLR_BKK_343,ฮาลาล บ๊อค,13.7493106,100.6742936,,Unverified,,,ฮาลาล บ๊อค,,,,Google My Maps Export,
HLR_BKK_344,ครัวมะฉัน,13.7498967,100.6729085,,Unverified,,,ครัวมะฉัน,,,,Google My Maps Export,
HLR_BKK_345,ครัวบ้านนินู ฮาลาลฟู๊ด halal food,13.7492821,100.673916,,Unverified,,,ครัวบ้านนินู ฮาลาลฟู๊ด halal food,,,,Google My Maps Export,
HLR_BKK_346,จีระพันธ์ ไก่ย่าง ฮาลาล,13.7498628,100.6720804,,Unverified,,,จีระพันธ์ ไก่ย่าง ฮาลาล,,,,Google My Maps Export,
HLR_BKK_347,เตี๋ยว ตก เรือ (ฮาล้าล),13.7493992,100.6690445,,Unverified,,,เตี๋ยว ตก เรือ (ฮาล้าล),,,,Google My Maps Export,
HLR_BKK_348,ฮาดีย์ดี้ HALAL FOOD,13.7505418,100.6797246,,Unverified,,,ฮาดีย์ดี้ HALAL FOOD,,,,Google My Maps Export,
HLR_BKK_349,จูมะห์ครัวในวัง,13.7506798,100.6798328,,Unverified,,,จูมะห์ครัวในวัง,,,,Google My Maps Export,
HLR_BKK_350,ตระกูลผัด กรุงเทพกรีฑา(ฮาลาล),13.750629,100.6795236,,Unverified,,,ตระกูลผัด กรุงเทพกรีฑา(ฮาลาล),,,,Google My Maps Export,
HLR_BKK_351,จูบา ก๋วยเตี๋ยวไก่มะระ บุฟเฟต์,13.7506394,100.6794837,,Unverified,,,จูบา ก๋วยเตี๋ยวไก่มะระ บุฟเฟต์,,,,Google My Maps Export,
HLR_BKK_352,บีบ๊ะห์แซ่บปากซีด,13.7505846,100.6793531,,Unverified,,,บีบ๊ะห์แซ่บปากซีด,,,,Google My Maps Export,
HLR_BKK_353,ร้านอะหมัดนุรชาชัก สาขา3,13.7505645,100.6792222,,Unverified,,,ร้านอะหมัดนุรชาชัก สาขา3,,,,Google My Maps Export,
HLR_BKK_354,Namana ข้าวไก่อบนุ่ม Halal,13.6472188,100.5183849,,Unverified,,,Namana ข้าวไก่อบนุ่ม Halal,,,,Google My Maps Export,
HLR_BKK_355,Yousub Halal Restaurant Fried Beef Satay (Ramkhamhaeng 61),13.7603263,100.6229358,,Unverified,,,Yousub Halal Restaurant Fried Beef Satay (Ramkhamhaeng 61),,,,Google My Maps Export,
HLR_BKK_356,ข้าวหมกไก่ฟาฮัทสาขา2,13.7696499,100.6429531,,Unverified,,,ข้าวหมกไก่ฟาฮัทสาขา2,,,,Google My Maps Export,
HLR_BKK_357,บังลีม ข้าวหมกไก่ ฮาลาล,13.6974971,100.6376404,,Unverified,,,บังลีม ข้าวหมกไก่ ฮาลาล,,,,Google My Maps Export,
HLR_BKK_358,Bi'halalika​ Roti​ &​ Bistro​,13.7282375,100.5961688,,Unverified,,,Bi'halalika​ Roti​ &​ Bistro​,,,,Google My Maps Export,
HLR_BKK_359,ศูนย์อาหารคลองเคล็ด ฮาลาลฟู๊ด,13.696773,100.638227,,Unverified,,,ศูนย์อาหารคลองเคล็ด ฮาลาลฟู๊ด,,,,Google My Maps Export,
HLR_BKK_360,Mala Nong Da (Halal),13.7108693,100.642889,,Unverified,,,Mala Nong Da (Halal),,,,Google My Maps Export,
HLR_BKK_361,มูซาเป็ดย่าง,13.7129074,100.6423009,,Unverified,,,มูซาเป็ดย่าง,,,,Google My Maps Export,
HLR_BKK_362,Bodin Mariyah Bakery,13.723537,100.4871587,,Unverified,,,Bodin Mariyah Bakery,,,,Google My Maps Export,
HLR_BKK_363,ก๋วยเตี๋ยวเรือรามคำแหง53 (ฮาลาล),13.7702166,100.6185421,,Unverified,,,ก๋วยเตี๋ยวเรือรามคำแหง53 (ฮาลาล),,,,Google My Maps Export,
HLR_BKK_364,มุสลิมสเต็กเฮ้าส์ ลาดพร้าว112,13.7716147,100.6195294,,Unverified,,,มุสลิมสเต็กเฮ้าส์ ลาดพร้าว112,,,,Google My Maps Export,
HLR_BKK_365,มาซาอุล ครัวฮาลาล,13.7691826,100.6186926,,Unverified,,,มาซาอุล ครัวฮาลาล,,,,Google My Maps Export,
HLR_BKK_366,Ram 53 grilled seafood buffet Halal,13.7698003,100.6183919,,Unverified,,,Ram 53 grilled seafood buffet Halal,,,,Google My Maps Export,
HLR_BKK_367,รอฮานี,13.7170312,100.5965309,,Unverified,,,รอฮานี,,,,Google My Maps Export,
HLR_BKK_368,ซาบีลี รามคำแหง53,13.7644271,100.6185392,,Unverified,,,ซาบีลี รามคำแหง53,,,,Google My Maps Export,
HLR_BKK_369,ฟาฝู หม่าล่า ฮาลาล,13.7392451,100.6909524,,Unverified,,,ฟาฝู หม่าล่า ฮาลาล,,,,Google My Maps Export,
HLR_BKK_370,Mariam's Halal Restaurant,13.73953,100.6895688,,Unverified,,,Mariam's Halal Restaurant,,,,Google My Maps Export,
HLR_BKK_371,Danee Noodles Halal Food,13.7399475,100.6895769,,Unverified,,,Danee Noodles Halal Food,,,,Google My Maps Export,
HLR_BKK_372,ข้าวมันไก่ จป.(ฮาลาล),13.7428792,100.6891387,,Unverified,,,ข้าวมันไก่ จป.(ฮาลาล),,,,Google My Maps Export,
HLR_BKK_373,Nureen Halal Bakery,13.7386755,100.6872839,,Unverified,,,Nureen Halal Bakery,,,,Google My Maps Export,
HLR_BKK_374,Halal porridge,13.7011135,100.5015284,,Unverified,,,Halal porridge,,,,Google My Maps Export,
HLR_BKK_375,ร้านน้องอาอิชะ มุสลิมตามสั่ง,13.6988082,100.5057495,,Unverified,,,ร้านน้องอาอิชะ มุสลิมตามสั่ง,,,,Google My Maps Export,
HLR_BKK_376,Roti Teh Tarik,13.6997077,100.5045477,,Unverified,,,Roti Teh Tarik,,,,Google My Maps Export,
HLR_BKK_377,สมิหลาครัวใต้,13.759372,100.6496805,,Unverified,,,สมิหลาครัวใต้,,,,Google My Maps Export,
HLR_BKK_378,ป้าเรียม เนื้อทอด,13.7595235,100.6498832,,Unverified,,,ป้าเรียม เนื้อทอด,,,,Google My Maps Export,
HLR_BKK_379,ร้านอาหาร ขนมจีน ฮาล้าล 46,13.7572445,100.6218273,,Unverified,,,ร้านอาหาร ขนมจีน ฮาล้าล 46,,,,Google My Maps Export,
HLR_BKK_380,Farida Curry Puffs,13.7562953,100.6515583,,Unverified,,,Farida Curry Puffs,,,,Google My Maps Export,
HLR_BKK_381,ก๋วยเตี๋ยวเนื้อ สวนสน,13.7563147,100.6517289,,Unverified,,,ก๋วยเตี๋ยวเนื้อ สวนสน,,,,Google My Maps Export,
HLR_BKK_382,The Hope Cafe กรุงเทพกรีฑา,13.748189,100.6557545,,Unverified,,,The Hope Cafe กรุงเทพกรีฑา,,,,Google My Maps Export,
HLR_BKK_383,Juna Namtok Beef Noodle,13.7494699,100.6501923,,Unverified,,,Juna Namtok Beef Noodle,,,,Google My Maps Export,
HLR_BKK_384,Nuatair Wok Phenix Branch,13.750147,100.5369351,,Unverified,,,Nuatair Wok Phenix Branch,,,,Google My Maps Export,
HLR_BKK_385,Ami Malaya Indonesian Halal Food,13.7501438,100.5369981,,Unverified,,,Ami Malaya Indonesian Halal Food,,,,Google My Maps Export,
HLR_BKK_386,Gohnukbin Halal,13.7505512,100.5373049,,Unverified,,,Gohnukbin Halal,,,,Google My Maps Export,
